State,OCTO Location ID,Address,Area / Sub,"Building Validation Commercial
/Residential",GNAF Units,OCTO Device,MDF Share,Latitude,Longitude,Hubsite ID,Hubsite,Cabinet Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7192,7 VICTORIA PARK PDE ZETLAND NSW 2017,ZETLAND-WATERLOO,residential,38,VDSL,Slave Only,-33.907438,151.209372,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7196,9 CRYSTAL ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,91,VDSL,Slave Only,-33.898713,151.212227,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7214,22 CRYSTAL ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,52,VDSL,Master Only,-33.898808,151.213511,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7225,200 PITT ST WATERLOO NSW 2017,ZETLAND-WATERLOO,Residential,221,VDSL,Standalone Only,-33.897554,151.20296,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7230,242 GEORGE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,12,UBE,Standalone Only,-33.897629,151.201699,syd-holt,55 HOLT ST SURRY HILLS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7236,266 PITT ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,98,VDSL,Slave Only,-33.901915,151.204397,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7246,782-822 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,2,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7249,794 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,1,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7250,796 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,1,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7251,804 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,70,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7252,810 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,1,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7290,74 WELLINGTON ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,65,VDSL,Standalone Only,-33.898691,151.204745,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7295,89 COOPER ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,10,UBE,Standalone Only,-33.897656,151.200956,syd-holt,55 HOLT ST SURRY HILLS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7297,91 COOPER ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,12,UBE,Standalone Only,-33.897656,151.200956,syd-holt,55 HOLT ST SURRY HILLS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7298,92-110 COPE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,Residential,59,UBE,Standalone Only,-33.896213,151.199769,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7318,180 PITT ST WATERLOO NSW 2017,ZETLAND-WATERLOO,Residential,220,VDSL,Standalone Only,-33.89622,151.202629,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7329,232 PITT ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,40,UBE,Standalone Only,-33.898647,151.203672,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7333,244 GEORGE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,12,UBE,Standalone Only,-33.897629,151.201699,syd-holt,55 HOLT ST SURRY HILLS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7335,246 GEORGE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,12,UBE,Standalone Only,-33.897629,151.201699,syd-holt,55 HOLT ST SURRY HILLS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7341,268 PITT ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,98,VDSL,Slave Only,-33.901915,151.204397,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7350,790 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,1,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7351,792 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,1,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7352,798 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,1,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7353,800 BOURKE ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,1,VDSL,Slave Only,-33.898694,151.21232,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7370,1 PRIMROSE AVE ROSEBERY NSW 2018,ROSEBERY,residential,36,UBE,Standalone Only,-33.9148,151.205834,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7373,2 GRAY CRES EASTLAKES NSW 2018,ROSEBERY,residential,22,UBE,Standalone Only,-33.92383,151.208766,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7377,3 MASCOT DR EASTLAKES NSW 2018,ROSEBERY,residential,12,UBE,Standalone Only,-33.925889,151.207849,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7379,3 QUEEN ST ROSEBERY NSW 2018,ROSEBERY,residential,24,VDSL,Slave Only,-33.914746,151.201257,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7385,5 QUEEN ST ROSEBERY NSW 2018,ROSEBERY,residential,65,VDSL,Slave Only,-33.914444,151.20177,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7389,6 HEARNE CL EASTLAKES NSW 2018,ROSEBERY,residential,12,UBE,Standalone Only,-33.925343,151.208791,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7399,1 GRAY CRES EASTLAKES NSW 2018,ROSEBERY,residential,31,UBE,Standalone Only,-33.924074,151.208254,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7400,1 LONGWORTH AVE EASTLAKES NSW 2018,ROSEBERY,residential,12,UBE,Standalone Only,-33.925392,151.209111,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7403,2 BARBER AVE EASTLAKES NSW 2018,ROSEBERY,residential,12,UBE,Standalone Only,-33.925618,151.207898,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7421,6 MALONEY ST EASTLAKES NSW 2018,ROSEBERY,residential,12,UBE,Standalone Only,-33.923774,151.207163,syd-holt,55 HOLT ST SURRY HILLS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7450,16 MALONEY ST EASTLAKES NSW 2018,ROSEBERY,residential,112,VDSL,Master Only,-33.92546,151.206923,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7478,18 MALONEY ST EASTLAKES NSW 2018,ROSEBERY,residential,113,VDSL,Slave Only,-33.92546,151.206923,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7513,37 MORLEY AVE ROSEBERY NSW 2018,ROSEBERY,residential,140,VDSL,Slave Only,-33.914746,151.201257,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7554,83-93 DALMENY AVE ROSEBERY NSW 2018,ROSEBERY,residential,120,VDSL,Slave Only,-33.915287,151.210351,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7590,741-747 BOTANY RD ROSEBERY NSW 2018,ROSEBERY,residential,85,VDSL,Master Only,-33.914444,151.20177,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7606,281 GARDENERS RD EASTLAKES NSW 2018,ROSEBERY,residential,18,UBE,Standalone Only,-33.923774,151.210294,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7610,291 GARDENERS RD EASTLAKES NSW 2018,ROSEBERY,residential,24,UBE,Standalone Only,-33.923397,151.208359,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7657,1 HOLLINGSHED ST MASCOT NSW 2020,MASCOT,residential,21,UBE,Standalone Only,-33.93253,151.194504,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7664,6-10 HORNER AVE MASCOT NSW 2020,MASCOT,residential,30,UBE,Standalone Only,-33.929527,151.202136,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7680,19 JOHNSON ST MASCOT NSW 2020,MASCOT,residential,21,UBE,Standalone Only,-33.931542,151.196832,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7682,19-21 CHURCH AVE MASCOT NSW 2020,MASCOT,residential,147,VDSL,Master Only,-33.92316,151.188726,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7687,25 JOHN ST MASCOT NSW 2020,MASCOT,residential,129,VDSL,Master Only,-33.923865,151.187683,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7691,1-5 BOURKE ST MASCOT NSW 2020,MASCOT,residential,161,VDSL,Standalone Only,-33.922788,151.187849,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7694,3-9 CHURCH AVE MASCOT NSW 2020,MASCOT,residential,156,VDSL,Standalone Only,-33.923226,151.189784,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7699,6-22 HIGH ST MASCOT NSW 2020,MASCOT,residential,42,UBE,Standalone Only,-33.930818,151.193333,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7703,10-14 JOHN ST MASCOT NSW 2020,MASCOT,residential,105,VDSL,Slave Only,-33.923623,151.188646,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7711,18-26 CHURCH AVE MASCOT NSW 2020,MASCOT,residential,155,VDSL,Standalone Only,-33.921832,151.189544,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7721,28 JOHN ST MASCOT NSW 2020,MASCOT,residential,38,UBE,Standalone Only,-33.923492,151.187758,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7745,149-161 O'RIORDAN ST MASCOT NSW 2020,MASCOT,residential,108,VDSL,Standalone Only,-33.924389,151.189975,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7756,222-224 COWARD ST MASCOT NSW 2020,MASCOT,residential,25,VDSL,Slave Only,-33.92411,151.188122,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7758,226-228 COWARD ST MASCOT NSW 2020,MASCOT,residential,25,VDSL,Master Only,-33.92411,151.188122,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7769,635 GARDENERS RD MASCOT NSW 2020,MASCOT,residential,327,VDSL,Standalone Only,-33.921496,151.189155,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7812,104-110 HIGH ST MASCOT NSW 2020,MASCOT,residential,39,UBE,Standalone Only,-33.930273,151.188296,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7814,109-123 O'RIORDAN ST MASCOT NSW 2020,MASCOT,residential,112,VDSL,Standalone Only,-33.922328,151.191136,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7829,230-232 COWARD ST MASCOT NSW 2020,MASCOT,residential,134,VDSL,Slave Only,-33.924145,151.187568,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7830,230-234 COWARD ST MASCOT NSW 2020,MASCOT,residential,15,VDSL,Slave Only,-33.924145,151.187568,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7888,1A EDEN ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,34,VDSL,Standalone Only,-33.831918,151.204786,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7892,1 KIARA CL NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,81,VDSL,Standalone Only,-33.842929,151.216003,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7921,4 RILEY ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,15,UBE,Standalone Only,-33.837515,151.202334,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7937,7 LAVENDER ST LAVENDER BAY NSW 2060,NORTH SYDNEY,residential,89,VDSL,Standalone Only,-33.843059,151.205809,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7957,4 CLARK RD NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,100,VDSL,Standalone Only,-33.842802,151.213073,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,7984,10 CARR ST WAVERTON NSW 2060,NORTH SYDNEY,residential,44,UBE,Standalone Only,-33.838656,151.198985,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8013,14-28 BLUES POINT RD MCMAHONS POINT NSW 2060,NORTH SYDNEY,residential,152,VDSL,Standalone Only,-33.849062,151.203219,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8027,9 WILLIAM ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,89,VDSL,Standalone Only,-33.839747,151.20604,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8030,10 CASSINS AVE NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,12,UBE,Standalone Only,-33.830999,151.206836,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8051,16 HAMPDEN ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,23,UBE,Standalone Only,-33.835416,151.210329,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8062,18 RIDGE ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,21,UBE,Standalone Only,-33.832266,151.206216,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8076,21 EAST CRESCENT ST MCMAHONS POINT NSW 2060,NORTH SYDNEY,residential,84,VDSL,Standalone Only,-33.847104,151.205716,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8083,22 DORIS ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,Residential,171,VDSL,Standalone Only,-33.83938,151.213015,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8084,22 RIDGE ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,42,VDSL,Standalone Only,-33.831865,151.206629,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8135,37-39 MCLAREN ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,81,VDSL,Standalone Only,-33.835222,151.208358,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8176,54 HIGH ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,110,VDSL,Standalone Only,-33.84227,151.213937,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8194,16 CARR ST WAVERTON NSW 2060,NORTH SYDNEY,residential,40,VDSL,Standalone Only,-33.838472,151.198863,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8263,100 HIGH ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,40,VDSL,Master Only,-33.843296,151.215532,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8267,102 BAY RD WAVERTON NSW 2060,NORTH SYDNEY,residential,27,UBE,Standalone Only,-33.838243,151.197184,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8316,174-180 PACIFIC HWY NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,30,VDSL,Standalone Only,-33.835308,151.204908,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8365,22 MACKENZIE ST LAVENDER BAY NSW 2060,NORTH SYDNEY,residential,17,UBE,Standalone Only,-33.84229,151.207854,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8373,24 RIDGE ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,12,UBE,Standalone Only,-33.832296,151.206414,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8383,26 NAPIER ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,77,VDSL,Standalone Only,-33.837104,151.205045,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8391,28 RIDGE ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,13,UBE,Standalone Only,-33.832337,151.206696,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8449,52 HIGH ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,68,VDSL,Standalone Only,-33.842015,151.213531,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8502,100 BAY RD WAVERTON NSW 2060,NORTH SYDNEY,residential,20,UBE,Standalone Only,-33.837859,151.197123,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8511,106 HIGH ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,40,VDSL,Slave Only,-33.843302,151.215542,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8564,191-195 WALKER ST NORTH SYDNEY NSW 2060,NORTH SYDNEY,residential,38,UBE,Standalone Only,-33.834917,151.210202,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8883,1 BELMONT AVE WOLLSTONECRAFT NSW 2065,ST LEONARDS,residential,33,UBE,Standalone Only,-33.832895,151.193083,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8902,1-7 TALUS ST NAREMBURN NSW 2065,ST LEONARDS,residential,35,UBE,Standalone Only,-33.818252,151.195896,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8908,2 DAVID ST CROWS NEST NSW 2065,ST LEONARDS,residential,59,VDSL,Standalone Only,-33.82954,151.202498,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8924,2 RODBOROUGH AVE CROWS NEST NSW 2065,ST LEONARDS,residential,10,UBE,Standalone Only,-33.828259,151.207516,syd-herb,39 HERBERT ST ST LEONARDS NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8927,2-4 ATCHISON ST ST LEONARDS NSW 2065,ST LEONARDS,residential,101,VDSL,Standalone Only,-33.822605,151.1959,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8939,3-9 LAMONT ST WOLLSTONECRAFT NSW 2065,ST LEONARDS,residential,20,UBE,Standalone Only,-33.828379,151.198723,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8961,1 MORTON ST WOLLSTONECRAFT NSW 2065,ST LEONARDS,residential,18,UBE,Standalone Only,-33.8341,151.201069,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8968,1-5 ALBANY ST ST LEONARDS NSW 2065,ST LEONARDS,residential,40,UBE,Standalone Only,-33.823992,151.19809,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,8988,5 BALFOUR ST GREENWICH NSW 2065,ST LEONARDS,residential,12,UBE,Standalone Only,-33.823572,151.182805,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,9013,7-17 NICHOLSON ST WOLLSTONECRAFT NSW 2065,ST LEONARDS,residential,43,VDSL,Standalone Only,-33.827269,151.19934,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
