State,OCTO Location ID,Address,Area / Sub,"Building Validation Commercial
/Residential",GNAF Units,OCTO Device,MDF Share,Latitude,Longitude,Hubsite ID,Hubsite,Cabinet Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989833,37 STOKES ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840805,144.936568,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989834,35 STOKES ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840805,144.936568,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989835,33 STOKES ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840805,144.936568,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989836,31 STOKES ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840805,144.936568,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989837,29 STOKES ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840805,144.936568,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989838,259 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989839,257 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989840,255 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989841,253 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989842,251 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989843,249 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989844,247 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989845,245 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989846,243 ROUSE ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,UBE,Slave Only,-37.840426,144.936161,nme-flin,376 FLINDERS ST MELBOURNE VIC,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,989847,112-120 GILBERT ST ADELAIDE SA 5000,ADELAIDE,residential,7,UBE,Standalone Only,-34.934205,138.5961,adl-waym,44 WAYMOUTH ST ADELAIDE SA,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989848,6 PIER ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839679,144.927699,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989849,4 PIER ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.83975,144.92765,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989850,2 PIER ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.840036,144.927764,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989851,143 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.83978,144.92775,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989852,141 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839803,144.927822,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989853,139 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839819,144.927896,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989854,137 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839833,144.927962,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989855,135 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839849,144.928032,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989856,133 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839863,144.928107,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989857,131 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839876,144.928174,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989858,129 BEACH ST PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.839879,144.928255,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989859,11 BEACON VISTA PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.840037,144.929021,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989860,9 BEACON VISTA PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.840103,144.929089,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989861,7 BEACON VISTA PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.840188,144.929338,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989862,5 BEACON VISTA PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.840257,144.929061,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989863,3 BEACON VISTA PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.840319,144.929044,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989864,1 BEACON VISTA PORT MELBOURNE VIC 3207,PORT MELBOURNE,Residential,1,VDSL,Slave Only,-37.840368,144.929059,nme-flin,376 FLINDERS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989865,710 MOWBRAY RD WEST LANE COVE NORTH NSW 2066,LANE COVE,residential,203,VDSL,Master Only,-33.801567,151.145968,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WA,989866,36 BRONTE ST EAST PERTH WA 6004,EAST PERTH,residential,43,VDSL,Standalone Only,-31.955155,115.875243,per-stgt,12 ST GEORGE TCE PERTH WA,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989868,9 VICTORIA PARK PDE ZETLAND NSW 2017,ZETLAND-WATERLOO,Residential,28,VDSL,Slave Only,-33.90750599,151.209753,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989870,10 GRANDSTAND PDE ZETLAND NSW 2017,ZETLAND-WATERLOO,residential,52,VDSL,Master Only,-33.90778499,151.20893,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989872,17 GRANDSTAND PDE ZETLAND NSW 2017,ZETLAND-WATERLOO,residential,33,VDSL,Slave Only,-33.907677,151.208604,syd-boty,External Cabinet - Mascot,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989874,116 JOYNTON AVE ZETLAND NSW 2017,ZETLAND-WATERLOO,residential,29,VDSL,Master Only,-33.907071,151.207845,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989875,251-255 DARLINGHURST RD DARLINGHURST NSW 2010,SURRY HILLS,residential,12,UBE,Standalone Only,-33.877374,151.220463,syd-kinc,2-14 KINGS CROSS RD POTTS POINT NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989876,31-33 FREEMAN ST WARWICK FARM NSW 2170,LIVERPOOL,residential,15,UBE,Standalone Only,-33.912603,150.933597,syd-lach,External Cabinet - Liverpool,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989879,143 BOWDEN ST MEADOWBANK NSW 2114,MEADOWBANK,residential,62,VDSL,Standalone Only,-33.81949,151.091091,syd-cona,External Cabinet - Liberty Grove,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989880,141 BOWDEN ST MEADOWBANK NSW 2114,MEADOWBANK,Residential,99,VDSL,Standalone Only,-33.81863,151.091374,syd-cona,External Cabinet - Liberty Grove,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989892,132 WALLIS AVE STRATHFIELD NSW 2135,STRATHFIELD,residential,15,UBE,Standalone Only,-33.8896,151.07908,syd-cona,External Cabinet - Liberty Grove,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989894,3 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989895,2-30 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989896,30 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989897,28 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989898,26 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989899,24 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989900,22 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989901,20 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989902,18 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989903,16 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989904,14 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989905,12 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989906,10 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989907,8 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989908,6 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989909,4 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989910,2 LYONS RD CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989911,41 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989912,39 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989913,37 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989914,35 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989915,33 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989916,31 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989917,29 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989918,27 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989919,23A BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989920,23 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989921,21 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989922,19 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989923,17 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989924,15 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989925,13 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989926,11 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989927,9 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989928,7 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989929,5 BARR ST CAMPERDOWN NSW 2050,CAMPERDOWN,Residential,1,VDSL,Slave Only,-33.88509596,151.1790612,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989932,19-25 GROSVENOR ST NEUTRAL BAY NSW 2089,Neutral Bay,residential,60,VDSL,Standalone Only,-33.829994,151.22067,syd-walk,107 WALKER ST NORTH SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989938,2 RODBOROUGH AVE CROWS NEST NSW 2065,ST LEONARDS,residential,13,UBE,Standalone Only,-33.828259,151.207516,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989939,2 RODBOROUGH AVE CROWS NEST NSW 2065,ST LEONARDS,residential,20,UBE,Standalone Only,-33.828259,151.207516,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989940,43 GREEK STREET GLEBE NSW 2037,GLEBE,residential,20,UBE,Standalone Only,-33.882739,151.192978,syd-livp,133 LIVERPOOL ST SYDNEY NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989941,39 GREEK STREET GLEBE NSW 2037,GLEBE,residential,20,UBE,Standalone Only,-33.88272345,151.1931928,syd-livp,133 LIVERPOOL ST SYDNEY NSW,External,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989942,177-191 DRYBURGH STREET NORTH MELBOURNE VIC 3051,NORTH MEL,residential,19,UBE,Standalone Only,-37.801959,144.943373,nme-quee,752-756 QUEENSBERRY ST NORTH MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989943,2 ARTARMON RD WILLOUGHBY NSW 2068,WILLOUGHBY,residential,160,VDSL,Standalone Only,-33.81087,151.199136,syd-herb,39 HERBERT ST ST LEONARDS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989946,568 COLLINS ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,588,VDSL,Standalone Only,-37.818376,144.955436,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989948,11 ALBERTA ST SYDNEY NSW 2000,SYDNEY,residential,56,VDSL,Standalone Only,-33.87770175,151.2105655,syd-livp,133 LIVERPOOL ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989951,121 BOWMAN ST PYRMONT NSW 2009,PYRMONT,residential,1,VDSL,Slave Only,-33.866201,151.193071,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989952,127 BOWMAN ST PYRMONT NSW 2009,PYRMONT,residential,1,VDSL,Slave Only,-33.866201,151.193071,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989953,125 BOWMAN ST PYRMONT NSW 2009,PYRMONT,residential,1,VDSL,Slave Only,-33.866201,151.193071,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989954,123 BOWMAN ST PYRMONT NSW 2009,PYRMONT,residential,1,VDSL,Slave Only,-33.866201,151.193071,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989955,153-167 GEORGE ST REDFERN NSW 2016,REDFERN,residential,50,VDSL,Standalone Only,-33.894425,151.202313,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989958,11A LACHLAN ST WATERLOO NSW 2017,ZETLAND-WATERLOO,residential,,VDSL,Slave Only,-33.901363,151.21165,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989960,168 KENT St SYDNEY NSW 2000,SYDNEY,Residential,,VDSL,Slave Only,0,0,syd-kent,201 KENT ST SYDNEY NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,989965,103-105 O'RIORDAN ST MASCOT NSW 2020,MASCOT,residential,55,VDSL,Standalone Only,-33.9215247,151.1914707,syd-holt,55 HOLT ST SURRY HILLS NSW,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIC,989985,449-451 ELIZABETH ST MELBOURNE VIC 3000,MELBOURNE CBD,residential,29,UBE,Standalone Only,-37.8085313,144.9602538,nme-coll,530 COLLINS ST MELBOURNE VIC,Internal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
